-71.1236501,42.3683276
-71.1257958,42.3691044
-71.1266541,42.3699446
-71.1268902,42.3710543
-71.1276197,42.372275
-71.1287999,42.3726237
-71.1296797,42.3723701
-71.1302376,42.3712446
-71.1304307,42.3688032
-71.1313534,42.3671703
-71.1273193,42.3650934
-71.1282635,42.3643641
-71.1299801,42.3650617
-71.1311173,42.3630323
-71.1297441,42.3632225
-71.1304736,42.3622713
-71.1303234,42.3615419
-71.1296797,42.3610821
-71.127491,42.3593063
-71.1246157,42.3608918
-71.1250019,42.3613041
-71.1246157,42.3625884
-71.1240149,42.3629847
-71.1241007,42.3636348
-71.1230493,42.3637458
-71.1179852,42.3641421
-71.1180711,42.3666629
-71.1191225,42.3675983
-71.1222553,42.3677569
-71.1236501,42.3683276
