Boylston Hall

-71.1174078,42.3732535
-71.1173179,42.3732362
-71.1173159,42.3732431
-71.1173025,42.3732402
-71.1173058,42.3732337
-71.117267,42.3732263
-71.1172636,42.3732337
-71.1172361,42.3732293
-71.1172395,42.3732213
-71.1171657,42.373208
-71.117161,42.3732144
-71.1171322,42.373208
-71.1171201,42.3732392
-71.1171114,42.3732372
-71.1171007,42.3732644
-71.11711,42.3732664
-71.117104,42.3732853
-71.1170946,42.3732833
-71.1170846,42.37331
-71.1170946,42.3733115
-71.1170893,42.3733279
-71.1170758,42.3733259
-71.1170665,42.3733546
-71.1170758,42.3733561
-71.1170645,42.3733883
-71.1170973,42.3733947
-71.1170933,42.3734036
-71.1171704,42.373417
-71.1171731,42.3734101
-71.1171945,42.3734136
-71.1171925,42.3734205
-71.117218,42.373424
-71.117214,42.3734324
-71.1173172,42.3734517
-71.1173213,42.3734458
-71.1173454,42.3734512
-71.1173488,42.3734428
-71.1173682,42.3734463
-71.1173655,42.3734547
-71.117442,42.3734685
-71.1174447,42.3734626
-71.1174728,42.3734671
-71.1174822,42.3734428
-71.1174909,42.3734448
-71.1175037,42.3734106
-71.1174963,42.3734096
-71.117503,42.3733918
-71.1175097,42.3733937
-71.1175218,42.373365
-71.1175124,42.3733625
-71.1175184,42.3733477
-71.1175265,42.3733497
-71.1175379,42.3733199
-71.1175278,42.3733179
-71.1175399,42.3732862
-71.117511,42.3732808
-71.117513,42.3732734
-71.1174366,42.37326
-71.1174339,42.3732659
-71.1174037,42.373258
-71.1174078,42.3732535

Center for Government and International Studies

-71.1130364,42.3754377
-71.1129855,42.3756328
-71.1129935,42.3756893
-71.113023,42.3757498
-71.1131062,42.3758132
-71.1134374,42.3758587
-71.1135286,42.3754922
-71.1130364,42.3754377

Harvard Hall

-71.1184042,42.374858
-71.1183982,42.374852
-71.1184156,42.3748139
-71.1180267,42.3747321
-71.1179677,42.3748862
-71.1183606,42.3749689
-71.1184042,42.374858

Littauer Center of Public Administration

-71.1183782,42.3763719
-71.1183876,42.3763372
-71.1181543,42.3763045
-71.1181409,42.3763451
-71.117937,42.3763144
-71.117941,42.3763015
-71.1178016,42.3762787
-71.1177613,42.3764353
-71.118688,42.37657
-71.118731,42.3764105
-71.1185808,42.3763867
-71.1185754,42.3764016
-71.1183782,42.3763719

Robinson Hall

-71.1152544,42.3746825
-71.114718,42.3745835
-71.1146483,42.3747876
-71.1151941,42.3748837
-71.1152544,42.3746825

Sever Hall

-71.1156621,42.3743004
-71.1156983,42.3742846
-71.1156983,42.3742558
-71.1156755,42.3742449
-71.115705,42.3741528
-71.1154233,42.3741062
-71.1153965,42.3741994
-71.1153724,42.3742023
-71.1153576,42.3742112
-71.1153536,42.374232
-71.1153764,42.3742489
-71.1153201,42.3744272
-71.1152865,42.3744441
-71.1152772,42.3744688
-71.1153026,42.3744887
-71.1152705,42.3745867
-71.1155521,42.3746353
-71.1155829,42.3745372
-71.1156111,42.3745342
-71.1156285,42.3745065
-71.1156044,42.3744837
-71.1156621,42.3743004

Weissman Preservation Centre

-71.1200277,42.3722594
-71.1199808,42.3722351
-71.1200022,42.3722113
-71.1198433,42.372133
-71.1197467,42.3722395
-71.119736,42.3722346
-71.119677,42.3723124
-71.1199043,42.3723991
-71.1200277,42.3722594

Widener Library

-71.1169839,42.3732106
-71.1168793,42.3731809
-71.1168847,42.3731571
-71.1163241,42.37306
-71.116316,42.3730818
-71.1162114,42.373064
-71.1161739,42.3731908
-71.1162034,42.3732146
-71.1160746,42.373595
-71.1160424,42.3735931
-71.1160103,42.373708
-71.116021,42.3737496
-71.1161336,42.3737714
-71.1161175,42.3738566
-71.1161175,42.3738705
-71.116603,42.3739458
-71.1166325,42.3738546
-71.1167479,42.3738685
-71.1167827,42.3738467
-71.1168203,42.3737199
-71.1167988,42.373702
-71.1169168,42.3733335
-71.116941,42.3733355
-71.1169839,42.3732106

Harvard Musem

-71.1140601,42.3780248
-71.114036,42.3779495
-71.1138308,42.3779892
-71.1138429,42.3780228
-71.1137584,42.3780387
-71.1138107,42.3781952
-71.1138992,42.3781794
-71.1139113,42.3782111
-71.1141178,42.3781695
-71.114091,42.3780971
-71.1141191,42.3780932
-71.1140883,42.3780199
-71.1140601,42.3780248

Lowell House

-71.1191702,42.370775
-71.1189959,42.3707036
-71.1189798,42.3707254
-71.1188913,42.3706957
-71.1189074,42.3706759
-71.1187974,42.3706422
-71.1188216,42.3706065
-71.1188108,42.3705808
-71.1186606,42.3705312
-71.1186284,42.3705392
-71.118615,42.3705709
-71.1184997,42.3705411
-71.118489,42.370555
-71.1184165,42.3705332
-71.11843,42.3705154
-71.1183012,42.3704738
-71.1182932,42.3704956
-71.1179364,42.3703767
-71.1179472,42.3703588
-71.1178211,42.3703172
-71.1174644,42.3709196
-71.117569,42.3709513
-71.1175582,42.3709692
-71.1179579,42.3711059
-71.117974,42.3710881
-71.1180357,42.3711039
-71.1180249,42.3711237
-71.1188189,42.3713794
-71.119071,42.3709672
-71.1190495,42.3709593
-71.1191702,42.370775
